"","country","year","homicide_rate","gini_coef","top_10_income_share","top_1_income_share","top_01_income_share","palma_ratio"
"1502","Lithuania",2002,8.33381,0.4579924,32.88,7.9000006,1.9,2.5508146
"1503","Lithuania",2004,10.021647,0.4889944,35.49,8.84,2.2,2.9575
"1504","Lithuania",2005,11.027016,0.49266204,36.07,9.849999,2.69,3.0464528
"1505","Lithuania",2006,8.667046,0.47270054,33.97,8.84,2.3,2.7528362
"1506","Lithuania",2007,8.46469,0.49466276,37.4,11.940001,3.81,3.148148
"1507","Lithuania",2008,9.242094,0.49679488,37.77,12.29,4,3.1318407
"1508","Lithuania",2009,7.9233346,0.49719805,37.77,11.44,3.46,3.1396508
"1509","Lithuania",2010,6.976703,0.47111052,34.97,9.47,2.56,2.6858678
"1510","Lithuania",2011,6.806896,0.4699183,35.06,9.9,2.79,2.6560607
"1511","Lithuania",2012,6.5941076,0.4932589,37.73,11.74,3.6499999,3.0575364
"1512","Lithuania",2013,6.5385604,0.50133806,38.370003,12.219999,3.8899999,3.1948376
"1513","Lithuania",2014,5.3089767,0.5346485,41.710003,15.03,5.42,3.8727949
"1514","Lithuania",2015,5.80343,0.50438195,37.66,11.25,3.36,3.3327434
"1515","Lithuania",2016,5.2153044,0.502389,37.5,11.17,3.3300002,3.3127208
"1516","Lithuania",2017,3.4429927,0.51223934,38.800003,12.45,4,3.5272727
"1517","Luxembourg",1994,1.4923759,0.48334962,35.75,13.339999,5.65,2.9448106
"1518","Luxembourg",1997,0.9559967,0.501553,38.07,14.990001,6.6299996,3.2290077
"1519","Luxembourg",2000,0.9182146,0.5259284,40.21,16.97,8.01,3.858925
"1520","Luxembourg",2004,0.43688297,0.51503307,41.09,17.59,8.18,3.5059726
"1521","Luxembourg",2005,0.86047506,0.5182109,42.21,18.22,8.47,3.4457142
"1522","Luxembourg",2006,1.4817841,0.49073124,38.920002,15.29,6.5399995,2.991545
"1523","Luxembourg",2007,1.458733,0.5156389,41.88,18.22,8.59,3.415987
"1524","Luxembourg",2008,1.6372122,0.50618064,40.41,17.02,7.8500004,3.2667744
"1525","Luxembourg",2009,1.0042822,0.475132,36.86,13.869999,5.82,2.7651913
"1526","Luxembourg",2010,1.9721162,0.46896926,36.149998,13.36,5.59,2.6738167
"1527","Luxembourg",2011,0.7718938,0.467155,35.41,12.710001,5.2200003,2.6544228
"1528","Luxembourg",2012,0,0.4941845,38.420002,15.58,7.19,3.0933979
"1529","Luxembourg",2013,0.18413985,0.47382975,36.03,13.339999,5.7,2.7694082
"1530","Luxembourg",2014,0.71933454,0.47252685,36.17,13.37,5.73,2.7277527
"1531","Luxembourg",2015,0.87810576,0.44964087,33.34,10.52,3.72,2.4300292
"1532","Luxembourg",2016,0.8571169,0.46673825,34.64,11.96,4.86,2.6831913
"1533","Luxembourg",2017,0.3354115,0.48593146,36.82,13.46,5.66,2.9813764
"1534","Malawi",2000,6.233644,NA,NA,NA,NA,NA
"1535","Malawi",2001,7.826891,NA,NA,NA,NA,NA
"1536","Malawi",2002,4.8114057,NA,NA,NA,NA,NA
"1537","Malawi",2003,2.4818072,NA,NA,NA,NA,NA
"1538","Malawi",2004,3.3114872,0.6100647,51.35,19.140001,5.92,5.9639955
"1539","Malawi",2005,1.5679328,NA,NA,NA,NA,NA
"1540","Malawi",2006,6.25843,NA,NA,NA,NA,NA
"1541","Malawi",2007,5.112829,NA,NA,NA,NA,NA
"1542","Malawi",2008,5.615784,NA,NA,NA,NA,NA
"1543","Malawi",2009,2.2379293,NA,NA,NA,NA,NA
"1544","Malawi",2010,3.5329876,0.65155625,55.57,21.960001,7.32,7.8377995
"1545","Malawi",2011,2.2646103,NA,NA,NA,NA,NA
"1546","Malawi",2012,1.7906137,NA,NA,NA,NA,NA
"1547","Malaysia",1990,1.7868301,NA,NA,NA,NA,NA
"1548","Malaysia",1991,2.1312654,NA,NA,NA,NA,NA
"1549","Malaysia",1992,1.9755263,0.5824147,46.48,19.18,8.46,5.1759467
"1550","Malaysia",1993,1.8897561,NA,NA,NA,NA,NA
"1551","Malaysia",1994,1.7152743,NA,NA,NA,NA,NA
"1552","Malaysia",1995,1.9665402,0.58763033,47.08,19.66,8.7300005,5.3439274
"1553","Malaysia",1996,2.1605632,NA,NA,NA,NA,NA
"1554","Malaysia",1997,2.5412748,0.5904116,47.47,19.89,8.83,5.4500575
"1555","Malaysia",1998,2.8839264,NA,NA,NA,NA,NA
"1556","Malaysia",1999,2.6286786,NA,NA,NA,NA,NA
"1557","Malaysia",2000,2.4013789,NA,NA,NA,NA,NA
"1558","Malaysia",2001,2.1960268,NA,NA,NA,NA,NA
"1559","Malaysia",2002,2.3402767,NA,NA,NA,NA,NA
"1560","Malaysia",2003,2.2838054,0.56974596,45.04,17.880001,7.8500004,4.832618
"1561","Malaysia",2004,1.9618487,0.57035786,44.99,16.91,6.21,4.8690476
"1562","Malaysia",2005,2.329929,0.5741208,45.46,17.32,6.29,4.973742
"1563","Malaysia",2006,2.21808,0.577884,45.93,17.720001,6.37,5.069536
"1564","Malaysia",2007,2.406561,0.5816472,46.399998,18.13,6.45,5.172798
"1565","Malaysia",2008,2.1580162,0.5745656,45.53,18.09,7.4199996,4.9814005
"1566","Malaysia",2009,1.9881488,0.56748027,44.65,18.05,8.389999,4.7907724
"1567","Malaysia",2010,1.8803715,0.5602095,43.9,17.52,7.71,4.577685
"1568","Malaysia",2011,1.8160553,0.55292785,43.16,16.99,7.0200005,4.381726
"1569","Malaysia",2012,2.0296552,0.54563504,42.41,16.46,6.34,4.1907115
"1570","Malaysia",2013,2.0806503,0.53178394,41.34,15.66,6.05,3.849162
"1571","Malaysia",2014,1.666315,0.517891,40.27,14.87,5.7599998,3.5417767
"1572","Malaysia",2015,1.6028925,0.51789105,40.27,14.87,5.7599998,3.5417767
"1573","Malaysia",2016,1.446406,NA,NA,NA,NA,NA
"1574","Malaysia",2017,1.1852711,NA,NA,NA,NA,NA
"1575","Maldives",1990,0.44452938,NA,NA,NA,NA,NA
"1576","Maldives",1995,0.77456933,NA,NA,NA,NA,NA
"1577","Maldives",1997,2.2301517,NA,NA,NA,NA,NA
"1578","Maldives",2001,2.4362783,NA,NA,NA,NA,NA
"1579","Maldives",2002,2.7370687,0.6656396,57.72,35.61,23.05,7.810555
"1580","Maldives",2007,0.9227192,NA,NA,NA,NA,NA
"1581","Maldives",2008,1.4841948,NA,NA,NA,NA,NA
"1582","Maldives",2009,1.7190155,0.5784953,46.35,18.61,6.25,5.1272125
"1583","Maldives",2010,1.659409,NA,NA,NA,NA,NA
"1584","Maldives",2011,0.8011954,NA,NA,NA,NA,NA
"1585","Maldives",2012,2.580382,NA,NA,NA,NA,NA
"1586","Maldives",2013,0.7486375,NA,NA,NA,NA,NA
"1587","Maldives",2015,0.9183116,NA,NA,NA,NA,NA
"1588","Maldives",2016,3.962554,0.5052465,39.489998,13.070001,3.7500002,3.299081
"1589","Maldives",2017,7.1966505,NA,NA,NA,NA,NA
"1590","Malta",1990,1.0947162,0.41104102,28.490002,6.99,1.9,1.9224021
"1591","Malta",1991,0.813737,0.41104102,28.490002,6.99,1.9,1.9224021
"1592","Malta",1992,1.6134259,0.41104102,28.490002,6.99,1.9,1.9224021
"1593","Malta",1993,1.8654653,0.41104102,28.490002,6.99,1.9,1.9224021
"1594","Malta",1994,0.79247046,0.41104102,28.490002,6.99,1.9,1.9224021
"1595","Malta",1998,1.2739421,0.41104102,28.490002,6.99,1.9,1.9224021
"1596","Malta",1999,2.5253642,0.41104102,28.490002,6.99,1.9,1.9224021
"1597","Malta",2000,1.0019752,0.41104102,28.490002,6.99,1.9,1.9224021
"1598","Malta",2001,1.4919751,0.41104102,28.490002,6.99,1.9,1.9224021
"1599","Malta",2002,1.4825852,0.41104102,28.490002,6.99,1.9,1.9224021
"1600","Malta",2004,1.7123351,0.41104102,28.490002,6.99,1.9,1.9224021
"1601","Malta",2005,0.97511506,0.41104102,28.490002,6.99,1.9,1.9224021
"1602","Malta",2006,0,0.41104102,28.490002,6.99,1.9,1.9224021
"1603","Malta",2007,0.9706829,0.41876402,28.75,6.4900002,1.5,2.016129
"1604","Malta",2008,1.4513736,0.41750136,29.289999,7.01,1.74,2.0020506
"1605","Malta",2009,0.96269554,0.4315108,30.65,7.74,2.04,2.1706798
"1606","Malta",2010,0.9552125,0.42677328,29.730001,7.61,2.18,2.1130064
"1607","Malta",2011,0.7082638,0.43803495,31.259998,8.83,2.73,2.2570398
"1608","Malta",2012,2.7913015,0.44749933,32.210003,9.36,2.91,2.3930163
"1609","Malta",2013,1.5999086,0.4508744,32.5,9.26,2.77,2.43994
"1610","Malta",2014,1.3439626,0.45304918,32.63,8.8,2.28,2.5023005
"1611","Malta",2015,0.8760815,0.46255246,33.67,9.610001,2.7,2.6407843
"1612","Malta",2016,1.06905,0.45835537,33.26,9.03,2.32,2.5782945
"1613","Malta",2017,1.6684151,0.46095142,33.48,9.77,2.95,2.61767
"1614","Marshall Islands",1991,10.626202,NA,36.649998,10.7,2.73,2.89266
"1615","Marshall Islands",1992,4.165365,NA,36.95,10.96,2.84,2.9163377
"1616","Marshall Islands",1994,4.0128813,NA,37.53,11.469999,3.06,2.9597793
"1617","Mauritius",1990,1.8343743,NA,NA,NA,NA,NA
"1618","Mauritius",1991,2.6261942,NA,NA,NA,NA,NA
"1619","Mauritius",1992,2.7710388,NA,NA,NA,NA,NA
"1620","Mauritius",1993,1.8530742,NA,NA,NA,NA,NA
"1621","Mauritius",1994,2.3536365,NA,NA,NA,NA,NA
"1622","Mauritius",1995,2.154787,NA,NA,NA,NA,NA
"1623","Mauritius",1996,2.899683,NA,NA,NA,NA,NA
"1624","Mauritius",1997,2.0265872,NA,NA,NA,NA,NA
"1625","Mauritius",1998,2.5944028,NA,NA,NA,NA,NA
"1626","Mauritius",1999,1.9080597,NA,NA,NA,NA,NA
"1627","Mauritius",2000,2.1382802,NA,NA,NA,NA,NA
"1628","Mauritius",2009,2.9690573,NA,NA,NA,NA,NA
"1629","Mauritius",2010,2.5714352,NA,NA,NA,NA,NA
"1630","Mauritius",2011,2.4878802,NA,NA,NA,NA,NA
"1631","Mauritius",2012,2.1726573,0.59333205,49.649998,17.01,4.98,5.438116
"1632","Mauritius",2013,2.7117248,NA,NA,NA,NA,NA
"1633","Mauritius",2014,1.4704591,NA,NA,NA,NA,NA
"1634","Mauritius",2015,1.6239377,NA,NA,NA,NA,NA
"1635","Mauritius",2016,1.6229864,NA,NA,NA,NA,NA
"1636","Mauritius",2017,2.5487733,0.5747035,47.4,15.889999,5.11,4.901758
"1637","Mexico",2001,10.347677,0.6978124,54.84,11.71,1.63,16.567976
"1638","Mexico",2002,9.9963255,0.6978124,54.84,11.71,1.63,16.567976
"1639","Mexico",2003,9.847764,0.7127142,57.43,14.669999,2.45,17.780186
"1640","Mexico",2004,8.974869,0.7276163,60.030003,17.62,3.2699997,19.117834
"1641","Mexico",2005,9.408928,0.72423154,59.670002,15.98,2.76,18.473684
"1642","Mexico",2006,9.77857,0.72084695,59.31,14.34,2.24,17.972727
"1643","Mexico",2007,8.187218,0.7383862,62.22,17.91,3.3,20.4
"1644","Mexico",2008,12.769354,0.7559254,65.130005,21.48,4.36,23.344086
"1645","Mexico",2009,17.8326,0.74912727,63.730003,23.4,6.3900003,21.900343
"1646","Mexico",2010,22.88852,0.742329,62.339996,25.32,8.42,20.506578
"1647","Mexico",2011,23.839584,0.7485841,63.239998,26.37,8.38,21.221476
"1648","Mexico",2012,22.432549,0.7548391,64.14,27.42,8.33,22.11724
"1649","Mexico",2013,19.663113,0.75262934,63.79,28.2,9.29,21.192692
"1650","Mexico",2014,16.849691,0.7504196,63.43,28.97,10.25,20.46129
"1651","Mexico",2015,17.28008,0.74600774,63.380005,26.789999,8.53,19.148037
"1652","Mexico",2016,20.209972,0.7416134,63.33,24.609999,6.82,17.94051
"1653","Mexico",2017,26.114616,0.74895805,64.69,27.11,6.68,18.430199
"1654","Mexico",2018,29.581371,0.756332,66.06,29.62,6.5399995,18.874287
"1655","Mexico",2019,29.308798,0.7525631,65.33,28.21,6.34,19.214706
"1656","Micronesia (country)",2019,0.89783937,NA,48.46,16.1,5.3199997,5.026971
"1657","Moldova",1993,8.612078,0.48272333,34.079998,9.03,2.49,3.0239575
"1658","Moldova",1998,8.613691,0.51061106,35.79,9.25,2.38,3.6896908
"1659","Moldova",1999,9.084704,0.5064415,35.39,9.0199995,2.26,3.5928934
"1660","Moldova",2000,10.184465,0.50377476,35.23,9,2.28,3.523
"1661","Moldova",2001,9.784547,0.5054253,35.31,8.87,2.16,3.5630677
"1662","Moldova",2002,9.668144,0.50527495,35.45,9.19,2.3600001,3.5735886
"1663","Moldova",2003,7.791925,0.5095421,35.82,9.690001,2.6599998,3.6663256
"1664","Moldova",2004,6.844584,0.5052509,35.61,9.56,2.5900002,3.5681362
"1665","Moldova",2005,7.3974442,0.51040024,36.16,9.929999,2.75,3.671066
"1666","Moldova",2006,6.6451116,0.5123152,36.309998,10.15,2.8899999,3.7241025
"1667","Moldova",2007,5.5973377,0.51271695,36.7,10.629999,3.1599998,3.7372708
"1668","Moldova",2008,6.1902905,0.51609874,37.01,11.22,3.5900002,3.788127
"1669","Moldova",2009,6.560888,0.5162007,37.28,11.42,3.66,3.7809331
"1670","Moldova",2010,7.2046385,0.5070729,36.309998,10.94,3.48,3.5703049
"1671","Moldova",2011,6.0081334,0.5032846,36.059998,11.25,3.8,3.4908035
"1672","Moldova",2012,6.529443,0.49786487,35.52,11.13,3.92,3.3541076
"1673","Moldova",2013,6.7027063,0.49473947,35.29,10.78,3.6100001,3.2981308
"1674","Moldova",2014,4.822761,0.49034736,35.100002,10.79,3.6699998,3.1793478
"1675","Moldova",2015,5.7667875,0.49323827,35.370003,11.34,4.08,3.2360475
"1676","Moldova",2016,6.201314,0.46127683,32.52,9.049999,2.54,2.751269
"1677","Moldova",2017,4.4332566,0.4644542,32.81,9.39,2.77,2.799488
"1678","Moldova",2018,5.283533,0.46481627,32.91,9.2699995,2.6399999,2.8032367
"1679","Monaco",2001,3.0822816,NA,34.670002,10.639999,3.6100001,2.7107115
"1680","Monaco",2007,0,NA,35.15,11.509999,4.1499996,2.8530843
"1681","Monaco",2008,0,NA,33.17,10.1,3.5100002,2.5753105
"1682","Mongolia",2003,13.630294,NA,NA,NA,NA,NA
"1683","Mongolia",2004,13.1208315,NA,NA,NA,NA,NA
"1684","Mongolia",2005,15.551401,NA,NA,NA,NA,NA
"1685","Mongolia",2006,13.01699,NA,NA,NA,NA,NA
"1686","Mongolia",2007,11.321582,0.5759558,44.890003,16.859999,6,5.10694
"1687","Mongolia",2008,8.048939,NA,NA,NA,NA,NA
"1688","Mongolia",2009,8.212358,NA,NA,NA,NA,NA
"1689","Mongolia",2010,8.843597,NA,NA,NA,NA,NA
"1690","Mongolia",2011,9.694098,0.56613237,44.05,16.99,6.3199997,4.762162
"1691","Mongolia",2012,7.1266165,0.57966775,44.760002,17.17,6.3500004,5.2720847
"1692","Mongolia",2013,7.3106775,0.5672728,43.95,16.82,6.19,4.8296704
"1693","Mongolia",2014,7.337686,0.57054317,44.32,17.48,6.6,4.9135256
"1694","Mongolia",2015,7.21815,0.5590973,43.44,16.73,6.16,4.563025
"1695","Mongolia",2016,6.0735,0.55822057,43.37,16.67,6.1,4.5413613
"1696","Mongolia",2017,6.169192,0.55743647,43.22,16.43,5.98,4.5209203
"1697","Montenegro",2007,1.898967,0.4792205,33.77,9.139999,2.6000001,3.001778
"1698","Montenegro",2008,3.8006766,0.49017334,34.86,9.64,2.71,3.2337663
"1699","Montenegro",2009,3.327091,0.49374637,34.920002,9.34,2.43,3.332061
"1700","Montenegro",2010,2.3770134,0.4996232,35.4,9.68,2.63,3.4774067
"1701","Montenegro",2011,3.3238997,0.5077797,36.02,10.34,3.12,3.6494427
"1702","Montenegro",2012,2.6854098,0.5138871,36.3,10.43,3.2,3.8050315
"1703","Montenegro",2013,1.5774226,0.5051916,35.61,9.47,2.53,3.5788944
"1704","Montenegro",2014,3.1531096,0.50200903,35.14,9.4,2.6000001,3.5281124
"1705","Montenegro",2015,2.6815298,0.5211035,36.05,10.559999,3.2900002,4.246172
"1706","Montenegro",2016,4.4215403,0.4875012,34.940002,10.360001,3.19,3.1850502
"1707","Montenegro",2017,2.371774,0.46032694,32.190002,8.45,2.26,2.7141652
"1708","Montserrat",1990,0,NA,55.9,22.58,8.71,12.505593
"1709","Montserrat",1991,0,NA,55.800003,22.57,8.72,12.427617
"1710","Montserrat",1992,19.786308,NA,55.699997,22.550001,8.7300005,12.350332
"1711","Montserrat",1993,0,NA,55.6,22.54,8.74,12.27373
"1712","Montserrat",1994,11.16196,NA,55.5,22.53,8.74,12.224669
"1713","Montserrat",1995,0,NA,55.4,22.52,8.75,12.122539
"1714","Montserrat",1996,12.960923,NA,55.309998,22.51,8.76,12.076419
"1715","Montserrat",1997,0,NA,55.21,22.5,8.77,12.002174
"1716","Montserrat",1998,15.603058,NA,55.12,22.490002,8.780001,11.930736
"1717","Montserrat",1999,0,NA,55.03,22.480001,8.780001,11.859914
"1718","Montserrat",2000,0,NA,54.94,22.470001,8.79,11.815054
"1719","Montserrat",2001,0,NA,54.77,22.310001,8.67,11.702991
"1720","Montserrat",2002,0,NA,54.6,22.16,8.56,11.641791
"1721","Montserrat",2003,0,NA,54.45,22.02,8.45,11.536017
"1722","Montserrat",2004,0,NA,54.3,21.89,8.349999,11.455696
"1723","Montserrat",2005,21.308332,NA,54.16,21.76,8.25,11.378151
"1724","Montserrat",2006,21.134947,NA,54.030003,21.64,8.16,11.327044
"1725","Montserrat",2008,20.774904,NA,53.780003,21.42,7.99,11.204166
"1726","Montserrat",2012,20.100502,NA,52.52,21.199999,7.9300003,9.446043
"1727","Montserrat",2017,0,NA,49.99,21.189999,8.190001,6.8385773
"1728","Montserrat",2018,0,NA,49.5,21.18,8.24,6.462141
"1729","Morocco",1990,0.36221838,NA,NA,NA,NA,NA
"1730","Morocco",1991,0.49623656,NA,NA,NA,NA,NA
"1731","Morocco",1992,0.5196712,NA,NA,NA,NA,NA
"1732","Morocco",1993,0.57349277,NA,NA,NA,NA,NA
"1733","Morocco",1994,0.7022485,NA,NA,NA,NA,NA
"1734","Morocco",1997,2.671814,NA,NA,NA,NA,NA
"1735","Morocco",1998,2.0005884,NA,NA,NA,NA,NA
"1736","Morocco",1999,1.9164569,NA,NA,NA,NA,NA
"1737","Morocco",2000,1.6144613,0.6038196,49.66,16,4.66,5.9401913
"1738","Morocco",2001,1.8769381,NA,NA,NA,NA,NA
"1739","Morocco",2002,1.576694,NA,NA,NA,NA,NA
"1740","Morocco",2003,1.7194139,NA,NA,NA,NA,NA
"1741","Morocco",2004,1.5649388,NA,NA,NA,NA,NA
"1742","Morocco",2005,1.5411459,NA,NA,NA,NA,NA
"1743","Morocco",2006,1.6151514,0.60972697,51.120003,17.03,4.7400002,6.0425534
"1744","Morocco",2007,1.6553199,NA,NA,NA,NA,NA
"1745","Morocco",2008,1.3466102,NA,NA,NA,NA,NA
"1746","Morocco",2009,1.3481935,NA,NA,NA,NA,NA
"1747","Morocco",2010,1.3891941,NA,NA,NA,NA,NA
"1748","Morocco",2011,1.3402748,NA,NA,NA,NA,NA
"1749","Morocco",2012,1.1483511,NA,NA,NA,NA,NA
"1750","Morocco",2013,1.2690983,0.5959965,49.43,15.14,3.83,5.6106696
"1751","Morocco",2014,1.0365386,NA,NA,NA,NA,NA
"1752","Morocco",2015,1.2427748,NA,NA,NA,NA,NA
"1753","Morocco",2016,1.6919576,NA,NA,NA,NA,NA
"1754","Morocco",2017,2.1419656,NA,NA,NA,NA,NA
"1755","Mozambique",2001,6.037084,NA,NA,NA,NA,NA
"1756","Mozambique",2002,5.5630007,0.67115843,58.66,25.55,9.75,8.526163
"1757","Mozambique",2003,5.4412537,NA,NA,NA,NA,NA
"1758","Mozambique",2004,5.7376685,NA,NA,NA,NA,NA
"1759","Mozambique",2005,5.3881245,NA,NA,NA,NA,NA
"1760","Mozambique",2006,4.311346,NA,NA,NA,NA,NA
"1761","Mozambique",2007,3.9895654,0.6545006,56.160004,23.83,8.68,7.909859
"1762","Mozambique",2008,4.554699,0.6511708,55.659996,23.48,8.47,7.7955184
"1763","Mozambique",2009,3.668104,NA,NA,NA,NA,NA
"1764","Mozambique",2010,3.7921925,NA,NA,NA,NA,NA
"1765","Mozambique",2011,3.573169,NA,NA,NA,NA,NA
"1766","Myanmar",1990,5.102301,NA,NA,NA,NA,NA
"1767","Myanmar",1995,3.7616441,NA,NA,NA,NA,NA
"1768","Myanmar",2000,2.2859862,NA,NA,NA,NA,NA
"1769","Myanmar",2001,1.9906627,NA,NA,NA,NA,NA
"1770","Myanmar",2002,1.7512822,NA,NA,NA,NA,NA
"1771","Myanmar",2003,1.6281545,NA,NA,NA,NA,NA
"1772","Myanmar",2004,1.5695487,NA,NA,NA,NA,NA
"1773","Myanmar",2005,1.4164641,NA,NA,NA,NA,NA
"1774","Myanmar",2006,1.6157784,NA,NA,NA,NA,NA
"1775","Myanmar",2007,1.5460626,NA,NA,NA,NA,NA
"1776","Myanmar",2008,1.6232471,NA,NA,NA,NA,NA
"1777","Myanmar",2009,1.793298,NA,NA,NA,NA,NA
"1778","Myanmar",2010,1.6217533,NA,NA,NA,NA,NA
"1779","Myanmar",2011,2.118707,NA,NA,NA,NA,NA
"1780","Myanmar",2012,2.8595219,NA,NA,NA,NA,NA
"1781","Myanmar",2013,2.4443054,NA,NA,NA,NA,NA
"1782","Myanmar",2014,2.408344,NA,NA,NA,NA,NA
"1783","Myanmar",2015,2.5289435,0.61851215,51.120003,26.49,13.51,6.2038836
"1784","Myanmar",2016,2.5803418,NA,NA,NA,NA,NA
"1785","Myanmar",2017,2.6621614,0.5454564,43,16.71,6.25,4.118774
"1786","Namibia",1995,23.234512,NA,NA,NA,NA,NA
"1787","Namibia",1996,21.393078,NA,NA,NA,NA,NA
"1788","Namibia",1997,19.312065,NA,NA,NA,NA,NA
"1789","Namibia",1998,23.445335,NA,NA,NA,NA,NA
"1790","Namibia",1999,21.31276,NA,NA,NA,NA,NA
"1791","Namibia",2000,20.88898,NA,NA,NA,NA,NA
"1792","Namibia",2001,19.015272,NA,NA,NA,NA,NA
"1793","Namibia",2002,18.321177,NA,NA,NA,NA,NA
"1794","Namibia",2004,18.14989,NA,NA,NA,NA,NA
"1795","Namibia",2008,17.36527,NA,NA,NA,NA,NA
"1796","Namibia",2009,18.76282,0.76527506,69.22,26.289999,6.72,18.120419
"1797","Namibia",2010,14.957577,NA,NA,NA,NA,NA
"1798","Namibia",2011,14.444222,NA,NA,NA,NA,NA
"1799","Namibia",2012,17.901054,NA,NA,NA,NA,NA
"1800","Nepal",1990,1.8046005,NA,NA,NA,NA,NA
"1801","Nepal",1997,2.4731803,NA,NA,NA,NA,NA
"1802","Nepal",1998,2.742231,NA,NA,NA,NA,NA
"1803","Nepal",1999,2.609435,NA,NA,NA,NA,NA
"1804","Nepal",2000,2.5855575,NA,NA,NA,NA,NA
"1805","Nepal",2001,3.3979707,NA,NA,NA,NA,NA
"1806","Nepal",2002,3.3869965,NA,NA,NA,NA,NA
"1807","Nepal",2003,2.9474854,NA,NA,NA,NA,NA
"1808","Nepal",2004,3.599451,NA,NA,NA,NA,NA
"1809","Nepal",2005,3.3402941,NA,NA,NA,NA,NA
"1810","Nepal",2006,2.30024,NA,NA,NA,NA,NA
"1811","Nepal",2007,3.1482027,NA,NA,NA,NA,NA
"1812","Nepal",2008,3.3182619,NA,NA,NA,NA,NA
"1813","Nepal",2009,2.9822094,NA,NA,NA,NA,NA
"1814","Nepal",2010,2.9932,0.54112184,42.35,14.58,4.67,4.0721154
"1815","Nepal",2011,2.4902444,NA,NA,NA,NA,NA
"1816","Nepal",2012,2.3490074,NA,NA,NA,NA,NA
"1817","Nepal",2013,2.2131686,NA,NA,NA,NA,NA
"1818","Nepal",2014,2.0318909,NA,NA,NA,NA,NA
"1819","Nepal",2015,2.020983,NA,NA,NA,NA,NA
"1820","Nepal",2016,2.1463552,NA,NA,NA,NA,NA
"1821","Nepal",2017,2.18923,NA,NA,NA,NA,NA
"1822","Netherlands",1990,0.90333945,0.3951923,28.86,6.64,1.36,1.8231207
"1823","Netherlands",1991,1.1763468,0.38993618,28.69,6.61,1.37,1.7451339
"1824","Netherlands",1992,1.2738698,0.38929132,28.279999,6.3199997,1.25,1.745679
"1825","Netherlands",1993,1.2589267,0.39416027,28.470001,6.3600006,1.27,1.7939508
"1826","Netherlands",1994,1.1140443,0.40345687,29.390001,6.8999996,1.5,1.8936856
"1827","Netherlands",1995,1.2494603,0.4121327,30.38,7.66,1.85,1.989522
"1828","Netherlands",1996,1.3579073,0.41821933,30.64,7.95,2.0300002,2.0481284
"1829","Netherlands",1997,1.3307823,0.41780132,30.86,8.299999,2.25,2.0518618
"1830","Netherlands",1998,1.1194081,0.409628,30.64,8.06,2.1,1.9615877
"1831","Netherlands",1999,1.2837956,0.41584653,30.71,8.17,2.19,2.0217247
"1832","Netherlands",2000,1.1321371,0.41037825,30.61,8.33,2.3,1.9659601
"1833","Netherlands",2001,1.2639507,0.42630705,31.630001,8.77,2.41,2.1517007
"1834","Netherlands",2002,1.2144206,0.42359105,31.34,8.41,2.2,2.1276307
"1835","Netherlands",2003,1.2525128,0.43124917,31.61,8.56,2.28,2.2198033
"1836","Netherlands",2004,1.1793009,0.4544967,32.04,8.92,2.49,2.6677768
"1837","Netherlands",2005,1.0699902,0.42645195,32.08,9.3,2.76,2.1458194
"1838","Netherlands",2006,0.784041,0.42829624,32.010002,9.67,3.13,2.1584625
"1839","Netherlands",2007,0.8724176,0.442408,33.48,10.4800005,3.42,2.3428972
"1840","Netherlands",2008,0.9112575,0.408491,30.039999,8.110001,2.24,1.9368149
"1841","Netherlands",2009,0.93128973,0.40548235,29.789999,7.6800003,1.95,1.9059501
"1842","Netherlands",2010,0.8665763,0.4227399,31.25,8.79,2.55,2.108637
"1843","Netherlands",2011,0.85621196,0.42424884,31.310001,8.8,2.5800002,2.1255941
"1844","Netherlands",2012,0.86385113,0.4199164,30.89,8.06,2.04,2.077337
"1845","Netherlands",2013,0.7410766,0.41582492,29.87,7.7799997,2.12,2.0168805
"1846","Netherlands",2014,0.725489,0.42551997,30.899998,8.17,2.16,2.142857
"1847","Netherlands",2015,0.610289,0.42479676,31.009998,8.429999,2.32,2.135675
"1848","Netherlands",2016,0.548921,0.423866,30.8,8.150001,2.16,2.1197522
"1849","Netherlands",2017,0.76712084,0.43291485,31.66,8.65,2.39,2.2374558
"1850","New Caledonia",2006,3.2568715,NA,44.04,14.9800005,4.7200003,3.9747293
"1851","New Caledonia",2007,4.8121843,NA,44.800003,15.309999,4.88,4.136657
"1852","New Caledonia",2008,4.346512,NA,45.54,15.639999,5.04,4.304348
"1853","New Caledonia",2009,3.113125,NA,46.27,15.950001,5.2000003,4.4705315
"1854","New Zealand",1990,1.8646106,0.50491595,33.12,10,3.7700002,3.4680629
"1855","New Zealand",1991,1.539586,0.49468288,31.779999,8.7,2.84,3.2494888
"1856","New Zealand",1992,1.8852232,0.5066905,33.079998,9.35,3.17,3.5154092
"1857","New Zealand",1993,1.1590061,0.51255816,33.84,9.87,3.3100002,3.6465516
"1858","New Zealand",1994,1.5700786,0.51155305,33.88,10.2300005,3.44,3.6157951
"1859","New Zealand",1995,1.0615443,0.51054704,33.85,10.33,3.5,3.5972369
"1860","New Zealand",1996,1.2873957,0.4994827,32.620003,9.8,3.32,3.352518
"1861","New Zealand",1997,1.5890453,0.5093626,33.76,10.53,3.7500002,3.5687103
"1862","New Zealand",1998,1.2860744,0.5252435,35.49,11.67,4.54,3.9433334
